name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
North India Malana,JCEP2T3DKA000000000000000,https://www.cannabisreports.com/strain-reports/ace-seeds/north-india-malana,https://www.cannabisreports.com/images/strains/no_image.png,ACE Seeds,JCEP200000000000000000000,Landraces,9XVU7R9C3R000000000000000,18
The Red Eyed Bride,KYF2TGHD6N000000000000000,https://www.cannabisreports.com/strain-reports/legends-seed-brokerage-house/the-red-eyed-bride,https://www.cannabisreports.com/images/strains/2/full_242281f23a2f85838faf3b48e517a64b7f033e93.jpg,Legends Seed Brokerage House,KYF2T00000000000000000000,,,18
Tuguegaro Filipino,34P7PG9FCJ000000000000000,https://www.cannabisreports.com/strain-reports/super-sativa-seed-club/tuguegaro-filipino,https://www.cannabisreports.com/images/strains/no_image.png,Super Sativa Seed Club,34P7P00000000000000000000,Landraces,9XVU7R9C3R000000000000000,18
Sweet White Malawi,9XVU79VL4G000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sweet-white-malawi,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Trench Town Lights,9XVU7MTRHC000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/trench-town-lights,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Northern Lights 90,9XVU7YPRDM000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/northern-lights-90,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Double Sour Bubble,9XVU7H2FCE000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/double-sour-bubble,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Gold (Nagano Gold),32UQEJMF7D000000000000000,https://www.cannabisreports.com/strain-reports/vancouver-island-seed-company/gold-nagano-gold,https://www.cannabisreports.com/images/strains/4/full_4850b909caeb6611225f362256fb389607be045e.jpg,Vancouver Island Seed Company,32UQE00000000000000000000,,,18
Red Colombian Haze,9XVU7CXWGY000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/red-colombian-haze,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Maroc x Grapefruit,9XVU72R9CK000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/maroc-x-grapefruit,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Maroc x Grapefruit,H6FVQR7AYA000000000000000 x 9XVU724HXA000000000000000,18
Homwgrown Lowryder,9XVU7FXYWX000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/homwgrown-lowryder,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Ultimate Blueberry,9XVU7JXYVJ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/ultimate-blueberry,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Brazilian Landrace,K3TYMYYWUK000000000000000,https://www.cannabisreports.com/strain-reports/green-house-seed-co/brazilian-landrace,https://www.cannabisreports.com/images/strains/no_image.png,Green House Seed Co.,K3TYM00000000000000000000,Landraces,9XVU7R9C3R000000000000000,18
Colombian Landrace,9XVU7CYF24000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/colombian-landrace,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Landraces,9XVU7R9C3R000000000000000,18
Nigerian x Afghani,VUJCJRQM2V000000000000000,https://www.cannabisreports.com/strain-reports/sensi-seeds/nigerian-x-afghani,https://www.cannabisreports.com/images/strains/no_image.png,Sensi Seeds,VUJCJ00000000000000000000,Nigerian Landrace x Afghani Landrace,VUJCJZDLRP000000000000000 x 9XVU7HGAVW000000000000000,18
Jamaican x Afghani,VUJCJM37RK000000000000000,https://www.cannabisreports.com/strain-reports/sensi-seeds/jamaican-x-afghani,https://www.cannabisreports.com/images/strains/no_image.png,Sensi Seeds,VUJCJ00000000000000000000,Jamaican Landrace x Afghani Landrace,VUJCJWUN2F000000000000000 x 9XVU7HGAVW000000000000000,18
North Purple Queen,3CV7EK66KL000000000000000,https://www.cannabisreports.com/strain-reports/tga-seeds/north-purple-queen,https://www.cannabisreports.com/images/strains/no_image.png,TGA Seeds,3CV7E00000000000000000000,North End Purps x Space Queen,9XVU7KCEAX000000000000000 x 3CV7EGZYAP000000000000000,18
Northern Lights #1,2NGAW32LR3000000000000000,https://www.cannabisreports.com/strain-reports/seed-bank/northern-lights-1,https://www.cannabisreports.com/images/strains/no_image.png,Seed Bank,2NGAW00000000000000000000,,,18
Super Haze (Katsu),9XVU7RGQ9D000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/super-haze-katsu,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Super Skunk / Haze,2NGAWPEK4A000000000000000 / 9XVU7WJQCD000000000000000,18
Fucking Incredible,32UQEQGY2A000000000000000,https://www.cannabisreports.com/strain-reports/vancouver-island-seed-company/fucking-incredible,https://www.cannabisreports.com/images/strains/e/full_e64a4d3172b54231a8613077f90ba6c9a7550fba.jpg,Vancouver Island Seed Company,32UQE00000000000000000000,,,18
Sweet Skunk Selfed,KYF2TPKZ33000000000000000,https://www.cannabisreports.com/strain-reports/legends-seed-brokerage-house/sweet-skunk-selfed,https://www.cannabisreports.com/images/strains/e/full_e64157a35d943c9481d6a05a6b3905c66ff3ed3c.jpg,Legends Seed Brokerage House,KYF2T00000000000000000000,Sweet Skunk S1,M79TTZPUX4000000000000000 S1,18
Krush x Deep Chunk,FZ9LC7WUWD000000000000000,https://www.cannabisreports.com/strain-reports/cannacopia-seeds/krush-x-deep-chunk,https://www.cannabisreports.com/images/strains/no_image.png,Cannacopia Seeds,FZ9LC00000000000000000000,The Krush x Deep Chunk,FZ9LC96HY6000000000000000 x KJKZAUENJ4000000000000000,18
Oregon Purple Thai,9XVU73VL6T000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/oregon-purple-thai,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Caribbean Landrace,JCEP2KC76L000000000000000,https://www.cannabisreports.com/strain-reports/ace-seeds/caribbean-landrace,https://www.cannabisreports.com/images/strains/no_image.png,ACE Seeds,JCEP200000000000000000000,Landraces,9XVU7R9C3R000000000000000,18
New Zealand's Best,3AQF22RTUH000000000000000,https://www.cannabisreports.com/strain-reports/kc-brains/new-zealands-best,https://www.cannabisreports.com/images/strains/no_image.png,K.C. Brains,3AQF200000000000000000000,,,18
Northern Lights #3,9XVU76JFZM000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/northern-lights-3,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,18
Original UK Cheese,9XVU7F6AMW000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/original-uk-cheese,https://www.cannabisreports.com/images/strains/4/full_41259e0d3668684cd3c2901138c0bf5dbd533af9.jpg,Unknown Breeder,9XVU700000000000000000000,Skunk No. 1,D4C6C2KUMH000000000000000,18
Panama x Sandstorm,7P4UTPGRJP000000000000000,https://www.cannabisreports.com/strain-reports/canna-biogen/panama-x-sandstorm,https://www.cannabisreports.com/images/strains/no_image.png,Canna BioGen,7P4UT00000000000000000000,Panama x SandStorm,JCEP2CF4X2000000000000000 x 7P4UTA2QXT000000000000000,18
Cherry Bomb Sativa,V3NXAKUNWC000000000000000,https://www.cannabisreports.com/strain-reports/mr-greengenes/cherry-bomb-sativa,https://www.cannabisreports.com/images/strains/9/full_97fbf84824670be4387383fab55d67505e51d885.jpg,Mr. Greengenes,V3NXA00000000000000000000,Maui Waui (Wowie),9XVU7WRTLT000000000000000,18
Fraggle Skunk Auto,4CRCZNRUVD000000000000000,https://www.cannabisreports.com/strain-reports/philosopher-seeds/fraggle-skunk-auto,https://www.cannabisreports.com/images/strains/9/full_97ad4756e7716037ac31597ff0026c66b2cd0c8c.jpg,Philosopher Seeds,4CRCZ00000000000000000000,Super Skunk / Lowryder,2NGAWPEK4A000000000000000 / CZQPUCYMNT000000000000000,18
Sour Tangie x Love,9XVU79PMGD000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sour-tangie-x-love,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Sour Tangie x Love,4PNYLMJ7PL000000000000000 x 9XVU7XKKNU000000000000000,18
Cookieberry Diesel,YFTYMPTGMD000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/cookieberry-diesel,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Blue Cookieberry Crunch x Loompa's Underdog Headband,YFTYMZLDUJ000000000000000 x UUQT2W3MJM000000000000000,18
Tangie Cheese Cake,DCH4AEZVLZ000000000000000,https://www.cannabisreports.com/strain-reports/mad-scientist/tangie-cheese-cake,https://www.cannabisreports.com/images/strains/no_image.png,Mad Scientist,DCH4A00000000000000000000,Cheese Cake x Tangie,DCH4AWKLFG000000000000000 x TTUYNYGWNA000000000000000,18
Pink Louie 13th OG,YFTYM7F4MF000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/pink-louie-13th-og,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,King Louis XIII,9XVU77JRVU000000000000000,18
Honey Lemon Cheese,PZNTTPQTH6000000000000000,https://www.cannabisreports.com/strain-reports/natural-genetics-seeds/honey-lemon-cheese,https://www.cannabisreports.com/images/strains/no_image.png,Natural Genetics Seeds,PZNTT00000000000000000000,Recon x Cheese x Ohio Lemon G (Natural Genetics),TTUYN3GUZY000000000000000 x 9XVU7XQALK000000000000000 x PZNTTJUFMG000000000000000,18
Great Purple Shark,PZNTTUJP3C000000000000000,https://www.cannabisreports.com/strain-reports/natural-genetics-seeds/great-purple-shark,https://www.cannabisreports.com/images/strains/no_image.png,Natural Genetics Seeds,PZNTT00000000000000000000,Great White Shark (Peacemaker) x Mendo Purps,K3TYMGAN6Z000000000000000 x 9XVU7LXP9U000000000000000,18
Scrumdiddlyumtious,QP7HYJ72XA000000000000000,https://www.cannabisreports.com/strain-reports/alpha-kronik-genes/scrumdiddlyumtious,https://www.cannabisreports.com/images/strains/no_image.png,Alpha Kronik Genes,4DJ6C00000000000000000000,Snozzberry x Gobbstopper,4DJ6CNAJTL000000000000000 x 4DJ6CH23QN000000000000000,18
